X,Y,Red,Green,Blue
1168,606,232,222,199
1169,606,230,219,196
1170,606,230,219,196
1171,606,230,219,195
1172,606,230,219,195
1173,606,230,219,195
1174,606,230,219,196
1175,606,230,219,195
1176,606,230,219,195
1177,606,230,218,195
1178,606,229,217,194
1179,606,228,216,193
1180,606,229,217,194
1181,606,239,232,212
1182,606,246,241,222
1183,606,149,145,133
1184,606,67,64,58
1185,606,39,36,32
1186,606,39,36,32
1187,606,45,42,38
1188,606,90,86,78
1189,606,244,239,220
1190,606,248,243,224
1191,606,237,232,214
1192,606,223,218,201
1193,606,235,231,212
1194,606,245,239,220
1195,606,241,234,214
1196,606,239,232,212
1197,606,247,242,223
1198,606,240,235,217
1199,606,72,69,63
1200,606,43,40,35
1201,606,39,36,32
1202,606,39,36,32
1203,606,134,130,119
1204,606,239,234,216
1205,606,243,236,216
1206,606,230,219,196
1207,606,238,229,208
1208,606,244,237,217
1209,606,247,242,223
1210,606,208,203,187
1211,606,137,133,122
1212,606,74,71,64
1213,606,79,76,69
1214,606,160,156,143
1215,606,247,242,222
1216,606,239,232,211
1217,606,218,208,185
1218,606,216,206,183
1219,606,212,199,175
1220,606,192,170,142
1221,606,164,130,95
1222,606,166,133,98
1129,607,85,65,51
1130,607,116,99,83
1131,607,182,168,148
1132,607,200,185,163
1133,607,191,164,130
1134,607,171,141,106
1135,607,160,132,98
1136,607,172,147,117
1137,607,199,182,158
1138,607,238,231,210
1139,607,246,241,222
1140,607,147,143,131
1141,607,39,36,32
1142,607,39,36,32
1143,607,42,39,34
1144,607,59,56,51
1145,607,111,107,98
1146,607,145,141,129
1147,607,210,206,190
1148,607,242,237,217
1149,607,238,230,209
1150,607,230,220,197
1151,607,234,224,202
1152,607,245,239,219
1153,607,243,238,220
1154,607,176,171,158
1155,607,146,142,131
1156,607,191,186,172
1157,607,233,229,211
1158,607,246,241,221
1159,607,246,240,220
1160,607,221,216,199
1161,607,129,125,114
1162,607,39,36,32
1163,607,39,36,32
1164,607,39,36,32
1165,607,136,132,121
1166,607,219,214,197
1167,607,242,236,216
